source,n_elements,doping_concentration,name,termination,space_group,doping_level,volume_fraction,weight_percent,lattice_c,temperature,reinforcement,matrix,layers,material_id,molecular_weight,deposition_method,type,lattice_b,pdi,formula,composition,lattice_a,thickness_nm,dopant,substrate
Systematic_Generation,5,,AlFeNiTiV,,,,,,,,,,,HEA_017853,,,High_Entropy_Alloy,,,AlFeNiTiV,"Equiatomic: V:20.0%, Ni:20.0%, Ti:20.0%, Fe:20.0%, Al:20.0%",,,,
Systematic_Generation,5,,AlCoCrMnZr,,,,,,,,,,,HEA_017854,,,High_Entropy_Alloy,,,AlCoCrMnZr,"Equiatomic: Al:20.0%, Zr:20.0%, Co:20.0%, Cr:20.0%, Mn:20.0%",,,,
Systematic_Generation,5,,AlMoNiVW,,,,,,,,,,,HEA_017855,,,High_Entropy_Alloy,,,AlMoNiVW,"Equiatomic: Al:20.0%, Ni:20.0%, Mo:20.0%, W:20.0%, V:20.0%",,,,
Systematic_Generation,5,,AlNbTaTiW,,,,,,,,,,,HEA_017856,,,High_Entropy_Alloy,,,AlNbTaTiW,"Equiatomic: Ti:20.0%, Al:20.0%, Ta:20.0%, W:20.0%, Nb:20.0%",,,,
Systematic_Generation,5,,AlMoNiVW,,,,,,,,,,,HEA_017857,,,High_Entropy_Alloy,,,AlMoNiVW,"Equiatomic: Ni:20.0%, Al:20.0%, V:20.0%, W:20.0%, Mo:20.0%",,,,
Systematic_Generation,5,,MoNbNiVW,,,,,,,,,,,HEA_017858,,,High_Entropy_Alloy,,,MoNbNiVW,"Equiatomic: Ni:20.0%, Nb:20.0%, V:20.0%, Mo:20.0%, W:20.0%",,,,
Systematic_Generation,5,,AlNiTaTiV,,,,,,,,,,,HEA_017859,,,High_Entropy_Alloy,,,AlNiTaTiV,"Equiatomic: Al:20.0%, V:20.0%, Ta:20.0%, Ni:20.0%, Ti:20.0%",,,,
Systematic_Generation,5,,CoMnTaVW,,,,,,,,,,,HEA_017860,,,High_Entropy_Alloy,,,CoMnTaVW,"Equiatomic: W:20.0%, Mn:20.0%, V:20.0%, Ta:20.0%, Co:20.0%",,,,
Systematic_Generation,5,,CrCuMoWZr,,,,,,,,,,,HEA_017861,,,High_Entropy_Alloy,,,CrCuMoWZr,"Equiatomic: Cr:20.0%, Mo:20.0%, Cu:20.0%, W:20.0%, Zr:20.0%",,,,
Systematic_Generation,5,,AlCoCuTaTi,,,,,,,,,,,HEA_017862,,,High_Entropy_Alloy,,,AlCoCuTaTi,"Equiatomic: Ta:20.0%, Ti:20.0%, Co:20.0%, Al:20.0%, Cu:20.0%",,,,
Systematic_Generation,5,,FeNiTaVZr,,,,,,,,,,,HEA_017863,,,High_Entropy_Alloy,,,FeNiTaVZr,"Equiatomic: V:20.0%, Fe:20.0%, Ni:20.0%, Ta:20.0%, Zr:20.0%",,,,
Systematic_Generation,5,,AlNiTaTiV,,,,,,,,,,,HEA_017864,,,High_Entropy_Alloy,,,AlNiTaTiV,"Equiatomic: V:20.0%, Ni:20.0%, Ti:20.0%, Al:20.0%, Ta:20.0%",,,,
Systematic_Generation,5,,AlCoNbTiZr,,,,,,,,,,,HEA_017865,,,High_Entropy_Alloy,,,AlCoNbTiZr,"Equiatomic: Zr:20.0%, Nb:20.0%, Co:20.0%, Ti:20.0%, Al:20.0%",,,,
Systematic_Generation,5,,MoNbTiWZr,,,,,,,,,,,HEA_017866,,,High_Entropy_Alloy,,,MoNbTiWZr,"Equiatomic: Ti:20.0%, Mo:20.0%, Zr:20.0%, Nb:20.0%, W:20.0%",,,,
Systematic_Generation,5,,MnNiTaVZr,,,,,,,,,,,HEA_017867,,,High_Entropy_Alloy,,,MnNiTaVZr,"Equiatomic: Ta:20.0%, Zr:20.0%, Mn:20.0%, V:20.0%, Ni:20.0%",,,,
Systematic_Generation,5,,AlCrNiVW,,,,,,,,,,,HEA_017868,,,High_Entropy_Alloy,,,AlCrNiVW,"Equiatomic: V:20.0%, Cr:20.0%, Al:20.0%, W:20.0%, Ni:20.0%",,,,
Systematic_Generation,5,,CuMnMoVZr,,,,,,,,,,,HEA_017869,,,High_Entropy_Alloy,,,CuMnMoVZr,"Equiatomic: V:20.0%, Cu:20.0%, Mo:20.0%, Mn:20.0%, Zr:20.0%",,,,
Systematic_Generation,5,,MnMoNbNiZr,,,,,,,,,,,HEA_017870,,,High_Entropy_Alloy,,,MnMoNbNiZr,"Equiatomic: Mn:20.0%, Mo:20.0%, Nb:20.0%, Ni:20.0%, Zr:20.0%",,,,
Systematic_Generation,5,,AlCoCrCuTa,,,,,,,,,,,HEA_017871,,,High_Entropy_Alloy,,,AlCoCrCuTa,"Equiatomic: Cu:20.0%, Al:20.0%, Co:20.0%, Cr:20.0%, Ta:20.0%",,,,
Systematic_Generation,5,,CoCrMnMoV,,,,,,,,,,,HEA_017872,,,High_Entropy_Alloy,,,CoCrMnMoV,"Equiatomic: V:20.0%, Mo:20.0%, Mn:20.0%, Cr:20.0%, Co:20.0%",,,,
Systematic_Generation,5,,CrFeMnTiW,,,,,,,,,,,HEA_017873,,,High_Entropy_Alloy,,,CrFeMnTiW,"Equiatomic: Mn:20.0%, W:20.0%, Cr:20.0%, Ti:20.0%, Fe:20.0%",,,,
Systematic_Generation,5,,AlMoNbTaZr,,,,,,,,,,,HEA_017874,,,High_Entropy_Alloy,,,AlMoNbTaZr,"Equiatomic: Ta:20.0%, Zr:20.0%, Nb:20.0%, Mo:20.0%, Al:20.0%",,,,
Systematic_Generation,5,,CoCuNbNiZr,,,,,,,,,,,HEA_017875,,,High_Entropy_Alloy,,,CoCuNbNiZr,"Equiatomic: Cu:20.0%, Ni:20.0%, Co:20.0%, Nb:20.0%, Zr:20.0%",,,,
Systematic_Generation,5,,CrCuMnTaW,,,,,,,,,,,HEA_017876,,,High_Entropy_Alloy,,,CrCuMnTaW,"Equiatomic: Cr:20.0%, W:20.0%, Mn:20.0%, Cu:20.0%, Ta:20.0%",,,,
Systematic_Generation,5,,AlCuMoNiZr,,,,,,,,,,,HEA_017877,,,High_Entropy_Alloy,,,AlCuMoNiZr,"Equiatomic: Cu:20.0%, Ni:20.0%, Al:20.0%, Mo:20.0%, Zr:20.0%",,,,
Systematic_Generation,5,,CoCrFeMnNi,,,,,,,,,,,HEA_017878,,,High_Entropy_Alloy,,,CoCrFeMnNi,"Equiatomic: Fe:20.0%, Ni:20.0%, Co:20.0%, Mn:20.0%, Cr:20.0%",,,,
Systematic_Generation,5,,NbTaTiVZr,,,,,,,,,,,HEA_017879,,,High_Entropy_Alloy,,,NbTaTiVZr,"Equiatomic: Ta:20.0%, Zr:20.0%, Nb:20.0%, Ti:20.0%, V:20.0%",,,,
Systematic_Generation,5,,CoCuFeMoV,,,,,,,,,,,HEA_017880,,,High_Entropy_Alloy,,,CoCuFeMoV,"Equiatomic: V:20.0%, Co:20.0%, Cu:20.0%, Fe:20.0%, Mo:20.0%",,,,
Systematic_Generation,5,,CoCrCuMoTi,,,,,,,,,,,HEA_017881,,,High_Entropy_Alloy,,,CoCrCuMoTi,"Equiatomic: Co:20.0%, Ti:20.0%, Cr:20.0%, Cu:20.0%, Mo:20.0%",,,,
Systematic_Generation,5,,FeMoNiTaTi,,,,,,,,,,,HEA_017882,,,High_Entropy_Alloy,,,FeMoNiTaTi,"Equiatomic: Ti:20.0%, Fe:20.0%, Mo:20.0%, Ni:20.0%, Ta:20.0%",,,,
Systematic_Generation,5,,AlCrMnTaZr,,,,,,,,,,,HEA_017883,,,High_Entropy_Alloy,,,AlCrMnTaZr,"Equiatomic: Cr:20.0%, Ta:20.0%, Al:20.0%, Mn:20.0%, Zr:20.0%",,,,
Systematic_Generation,5,,AlFeTaTiW,,,,,,,,,,,HEA_017884,,,High_Entropy_Alloy,,,AlFeTaTiW,"Equiatomic: Ti:20.0%, Fe:20.0%, Al:20.0%, Ta:20.0%, W:20.0%",,,,
Systematic_Generation,5,,CrCuFeNbV,,,,,,,,,,,HEA_017885,,,High_Entropy_Alloy,,,CrCuFeNbV,"Equiatomic: Nb:20.0%, Cu:20.0%, V:20.0%, Fe:20.0%, Cr:20.0%",,,,
Systematic_Generation,5,,CrMoNbNiTi,,,,,,,,,,,HEA_017886,,,High_Entropy_Alloy,,,CrMoNbNiTi,"Equiatomic: Cr:20.0%, Ni:20.0%, Nb:20.0%, Ti:20.0%, Mo:20.0%",,,,
Systematic_Generation,5,,AlCoCuMoTi,,,,,,,,,,,HEA_017887,,,High_Entropy_Alloy,,,AlCoCuMoTi,"Equiatomic: Al:20.0%, Cu:20.0%, Mo:20.0%, Co:20.0%, Ti:20.0%",,,,
Systematic_Generation,5,,AlFeMoNbV,,,,,,,,,,,HEA_017888,,,High_Entropy_Alloy,,,AlFeMoNbV,"Equiatomic: Al:20.0%, Nb:20.0%, Mo:20.0%, Fe:20.0%, V:20.0%",,,,
Systematic_Generation,5,,AlFeMoTaV,,,,,,,,,,,HEA_017889,,,High_Entropy_Alloy,,,AlFeMoTaV,"Equiatomic: Fe:20.0%, Mo:20.0%, Al:20.0%, Ta:20.0%, V:20.0%",,,,
Systematic_Generation,5,,CoCrNbWZr,,,,,,,,,,,HEA_017890,,,High_Entropy_Alloy,,,CoCrNbWZr,"Equiatomic: Cr:20.0%, Zr:20.0%, Co:20.0%, Nb:20.0%, W:20.0%",,,,
Systematic_Generation,5,,CoCrFeTaTi,,,,,,,,,,,HEA_017891,,,High_Entropy_Alloy,,,CoCrFeTaTi,"Equiatomic: Cr:20.0%, Fe:20.0%, Ti:20.0%, Ta:20.0%, Co:20.0%",,,,
Systematic_Generation,5,,AlMoNbWZr,,,,,,,,,,,HEA_017892,,,High_Entropy_Alloy,,,AlMoNbWZr,"Equiatomic: Al:20.0%, Nb:20.0%, W:20.0%, Mo:20.0%, Zr:20.0%",,,,
Systematic_Generation,5,,CuNbTaVZr,,,,,,,,,,,HEA_017893,,,High_Entropy_Alloy,,,CuNbTaVZr,"Equiatomic: Nb:20.0%, Zr:20.0%, V:20.0%, Ta:20.0%, Cu:20.0%",,,,
Systematic_Generation,5,,AlCoCuMoZr,,,,,,,,,,,HEA_017894,,,High_Entropy_Alloy,,,AlCoCuMoZr,"Equiatomic: Zr:20.0%, Co:20.0%, Mo:20.0%, Cu:20.0%, Al:20.0%",,,,
Systematic_Generation,5,,CoCuTiWZr,,,,,,,,,,,HEA_017895,,,High_Entropy_Alloy,,,CoCuTiWZr,"Equiatomic: Ti:20.0%, Co:20.0%, W:20.0%, Cu:20.0%, Zr:20.0%",,,,
Systematic_Generation,5,,CoTaTiWZr,,,,,,,,,,,HEA_017896,,,High_Entropy_Alloy,,,CoTaTiWZr,"Equiatomic: Ti:20.0%, Ta:20.0%, Co:20.0%, W:20.0%, Zr:20.0%",,,,
Systematic_Generation,5,,MnNbTaVW,,,,,,,,,,,HEA_017897,,,High_Entropy_Alloy,,,MnNbTaVW,"Equiatomic: W:20.0%, Ta:20.0%, V:20.0%, Nb:20.0%, Mn:20.0%",,,,
Systematic_Generation,5,,FeNiTiVW,,,,,,,,,,,HEA_017898,,,High_Entropy_Alloy,,,FeNiTiVW,"Equiatomic: Ti:20.0%, V:20.0%, Fe:20.0%, Ni:20.0%, W:20.0%",,,,
Systematic_Generation,5,,AlCoNbNiZr,,,,,,,,,,,HEA_017899,,,High_Entropy_Alloy,,,AlCoNbNiZr,"Equiatomic: Ni:20.0%, Nb:20.0%, Co:20.0%, Al:20.0%, Zr:20.0%",,,,
Systematic_Generation,5,,NbNiTaVZr,,,,,,,,,,,HEA_017900,,,High_Entropy_Alloy,,,NbNiTaVZr,"Equiatomic: Ta:20.0%, Zr:20.0%, Ni:20.0%, V:20.0%, Nb:20.0%",,,,
Systematic_Generation,5,,AlCrMoTaZr,,,,,,,,,,,HEA_017901,,,High_Entropy_Alloy,,,AlCrMoTaZr,"Equiatomic: Al:20.0%, Mo:20.0%, Zr:20.0%, Ta:20.0%, Cr:20.0%",,,,
Systematic_Generation,5,,CrFeMoWZr,,,,,,,,,,,HEA_017902,,,High_Entropy_Alloy,,,CrFeMoWZr,"Equiatomic: Zr:20.0%, Fe:20.0%, W:20.0%, Mo:20.0%, Cr:20.0%",,,,
Systematic_Generation,5,,CuMnVWZr,,,,,,,,,,,HEA_017903,,,High_Entropy_Alloy,,,CuMnVWZr,"Equiatomic: Mn:20.0%, W:20.0%, Zr:20.0%, Cu:20.0%, V:20.0%",,,,
Systematic_Generation,5,,CoCuNiTiZr,,,,,,,,,,,HEA_017904,,,High_Entropy_Alloy,,,CoCuNiTiZr,"Equiatomic: Zr:20.0%, Ni:20.0%, Ti:20.0%, Co:20.0%, Cu:20.0%",,,,
Systematic_Generation,5,,CoCrCuMoW,,,,,,,,,,,HEA_017905,,,High_Entropy_Alloy,,,CoCrCuMoW,"Equiatomic: Cu:20.0%, W:20.0%, Cr:20.0%, Mo:20.0%, Co:20.0%",,,,
Systematic_Generation,5,,CoMnNbNiTi,,,,,,,,,,,HEA_017906,,,High_Entropy_Alloy,,,CoMnNbNiTi,"Equiatomic: Ti:20.0%, Ni:20.0%, Mn:20.0%, Co:20.0%, Nb:20.0%",,,,
Systematic_Generation,5,,AlCrNbTaW,,,,,,,,,,,HEA_017907,,,High_Entropy_Alloy,,,AlCrNbTaW,"Equiatomic: Cr:20.0%, Al:20.0%, Ta:20.0%, W:20.0%, Nb:20.0%",,,,
Systematic_Generation,5,,AlCoMnTaZr,,,,,,,,,,,HEA_017908,,,High_Entropy_Alloy,,,AlCoMnTaZr,"Equiatomic: Ta:20.0%, Al:20.0%, Co:20.0%, Zr:20.0%, Mn:20.0%",,,,
Systematic_Generation,5,,CrFeTiVW,,,,,,,,,,,HEA_017909,,,High_Entropy_Alloy,,,CrFeTiVW,"Equiatomic: Ti:20.0%, W:20.0%, V:20.0%, Fe:20.0%, Cr:20.0%",,,,
Systematic_Generation,5,,CoCrNiTaTi,,,,,,,,,,,HEA_017910,,,High_Entropy_Alloy,,,CoCrNiTaTi,"Equiatomic: Ta:20.0%, Ni:20.0%, Cr:20.0%, Ti:20.0%, Co:20.0%",,,,
Systematic_Generation,5,,AlCuFeVZr,,,,,,,,,,,HEA_017911,,,High_Entropy_Alloy,,,AlCuFeVZr,"Equiatomic: Al:20.0%, Zr:20.0%, V:20.0%, Fe:20.0%, Cu:20.0%",,,,
Systematic_Generation,5,,CoMnMoNiTi,,,,,,,,,,,HEA_017912,,,High_Entropy_Alloy,,,CoMnMoNiTi,"Equiatomic: Ti:20.0%, Mn:20.0%, Co:20.0%, Mo:20.0%, Ni:20.0%",,,,
Systematic_Generation,5,,AlCoFeMnV,,,,,,,,,,,HEA_017913,,,High_Entropy_Alloy,,,AlCoFeMnV,"Equiatomic: Al:20.0%, V:20.0%, Co:20.0%, Fe:20.0%, Mn:20.0%",,,,
Systematic_Generation,5,,CoMoNiTiV,,,,,,,,,,,HEA_017914,,,High_Entropy_Alloy,,,CoMoNiTiV,"Equiatomic: V:20.0%, Ni:20.0%, Mo:20.0%, Co:20.0%, Ti:20.0%",,,,
Systematic_Generation,5,,CoCrTaTiW,,,,,,,,,,,HEA_017915,,,High_Entropy_Alloy,,,CoCrTaTiW,"Equiatomic: Ti:20.0%, Ta:20.0%, W:20.0%, Cr:20.0%, Co:20.0%",,,,
Systematic_Generation,5,,AlCrFeMnNi,,,,,,,,,,,HEA_017916,,,High_Entropy_Alloy,,,AlCrFeMnNi,"Equiatomic: Mn:20.0%, Al:20.0%, Ni:20.0%, Fe:20.0%, Cr:20.0%",,,,
Systematic_Generation,5,,CrMnTiWZr,,,,,,,,,,,HEA_017917,,,High_Entropy_Alloy,,,CrMnTiWZr,"Equiatomic: Cr:20.0%, Ti:20.0%, W:20.0%, Mn:20.0%, Zr:20.0%",,,,
Systematic_Generation,5,,CoFeNbTaZr,,,,,,,,,,,HEA_017918,,,High_Entropy_Alloy,,,CoFeNbTaZr,"Equiatomic: Ta:20.0%, Fe:20.0%, Zr:20.0%, Co:20.0%, Nb:20.0%",,,,
Systematic_Generation,5,,AlCrMoNiW,,,,,,,,,,,HEA_017919,,,High_Entropy_Alloy,,,AlCrMoNiW,"Equiatomic: Mo:20.0%, Cr:20.0%, W:20.0%, Al:20.0%, Ni:20.0%",,,,
Systematic_Generation,5,,MnNbTiVZr,,,,,,,,,,,HEA_017920,,,High_Entropy_Alloy,,,MnNbTiVZr,"Equiatomic: Ti:20.0%, Mn:20.0%, Nb:20.0%, V:20.0%, Zr:20.0%",,,,
Systematic_Generation,5,,AlMnMoNbTa,,,,,,,,,,,HEA_017921,,,High_Entropy_Alloy,,,AlMnMoNbTa,"Equiatomic: Mo:20.0%, Al:20.0%, Ta:20.0%, Nb:20.0%, Mn:20.0%",,,,
Systematic_Generation,5,,AlMnNbNiTi,,,,,,,,,,,HEA_017922,,,High_Entropy_Alloy,,,AlMnNbNiTi,"Equiatomic: Ni:20.0%, Ti:20.0%, Mn:20.0%, Al:20.0%, Nb:20.0%",,,,
Systematic_Generation,5,,CuFeMoNiTi,,,,,,,,,,,HEA_017923,,,High_Entropy_Alloy,,,CuFeMoNiTi,"Equiatomic: Ti:20.0%, Ni:20.0%, Fe:20.0%, Mo:20.0%, Cu:20.0%",,,,
Systematic_Generation,5,,AlCuMnTaV,,,,,,,,,,,HEA_017924,,,High_Entropy_Alloy,,,AlCuMnTaV,"Equiatomic: Ta:20.0%, Cu:20.0%, V:20.0%, Mn:20.0%, Al:20.0%",,,,
Systematic_Generation,5,,CrFeNbTaZr,,,,,,,,,,,HEA_017925,,,High_Entropy_Alloy,,,CrFeNbTaZr,"Equiatomic: Zr:20.0%, Cr:20.0%, Ta:20.0%, Nb:20.0%, Fe:20.0%",,,,
Systematic_Generation,5,,CuNiTaTiZr,,,,,,,,,,,HEA_017926,,,High_Entropy_Alloy,,,CuNiTaTiZr,"Equiatomic: Ti:20.0%, Ta:20.0%, Ni:20.0%, Zr:20.0%, Cu:20.0%",,,,
Systematic_Generation,5,,AlCrFeMnZr,,,,,,,,,,,HEA_017927,,,High_Entropy_Alloy,,,AlCrFeMnZr,"Equiatomic: Zr:20.0%, Al:20.0%, Fe:20.0%, Mn:20.0%, Cr:20.0%",,,,
Systematic_Generation,5,,AlCrMoNbW,,,,,,,,,,,HEA_017928,,,High_Entropy_Alloy,,,AlCrMoNbW,"Equiatomic: Mo:20.0%, Cr:20.0%, Al:20.0%, Nb:20.0%, W:20.0%",,,,
Systematic_Generation,5,,FeMoNbTaTi,,,,,,,,,,,HEA_017929,,,High_Entropy_Alloy,,,FeMoNbTaTi,"Equiatomic: Nb:20.0%, Ti:20.0%, Ta:20.0%, Mo:20.0%, Fe:20.0%",,,,
Systematic_Generation,5,,FeMoNbTaTi,,,,,,,,,,,HEA_017930,,,High_Entropy_Alloy,,,FeMoNbTaTi,"Equiatomic: Ti:20.0%, Fe:20.0%, Ta:20.0%, Mo:20.0%, Nb:20.0%",,,,
Systematic_Generation,6,,AlCoCrFeMoTa,,,,,,,,,,,HEA_017931,,,High_Entropy_Alloy,,,AlCoCrFeMoTa,"Equiatomic: Mo:16.7%, Fe:16.7%, Al:16.7%, Cr:16.7%, Ta:16.7%, Co:16.7%",,,,
Systematic_Generation,6,,AlCoCuMoNiTi,,,,,,,,,,,HEA_017932,,,High_Entropy_Alloy,,,AlCoCuMoNiTi,"Equiatomic: Ti:16.7%, Mo:16.7%, Cu:16.7%, Al:16.7%, Ni:16.7%, Co:16.7%",,,,
Systematic_Generation,6,,AlCoMoNiTiZr,,,,,,,,,,,HEA_017933,,,High_Entropy_Alloy,,,AlCoMoNiTiZr,"Equiatomic: Ti:16.7%, Ni:16.7%, Al:16.7%, Zr:16.7%, Co:16.7%, Mo:16.7%",,,,
Systematic_Generation,6,,CrFeNbNiTiV,,,,,,,,,,,HEA_017934,,,High_Entropy_Alloy,,,CrFeNbNiTiV,"Equiatomic: Nb:16.7%, Cr:16.7%, Ti:16.7%, Ni:16.7%, V:16.7%, Fe:16.7%",,,,
Systematic_Generation,6,,AlCoNiVWZr,,,,,,,,,,,HEA_017935,,,High_Entropy_Alloy,,,AlCoNiVWZr,"Equiatomic: V:16.7%, Co:16.7%, Zr:16.7%, Al:16.7%, W:16.7%, Ni:16.7%",,,,
Systematic_Generation,6,,CoCrMnTaTiW,,,,,,,,,,,HEA_017936,,,High_Entropy_Alloy,,,CoCrMnTaTiW,"Equiatomic: Ta:16.7%, Ti:16.7%, Cr:16.7%, Mn:16.7%, Co:16.7%, W:16.7%",,,,
Systematic_Generation,6,,AlMnNbNiTaW,,,,,,,,,,,HEA_017937,,,High_Entropy_Alloy,,,AlMnNbNiTaW,"Equiatomic: Ta:16.7%, Ni:16.7%, Mn:16.7%, Nb:16.7%, Al:16.7%, W:16.7%",,,,
Systematic_Generation,6,,AlCuMoNbNiV,,,,,,,,,,,HEA_017938,,,High_Entropy_Alloy,,,AlCuMoNbNiV,"Equiatomic: Ni:16.7%, Al:16.7%, Mo:16.7%, Cu:16.7%, Nb:16.7%, V:16.7%",,,,
Systematic_Generation,6,,CrFeMnNiTaTi,,,,,,,,,,,HEA_017939,,,High_Entropy_Alloy,,,CrFeMnNiTaTi,"Equiatomic: Ni:16.7%, Ti:16.7%, Ta:16.7%, Mn:16.7%, Fe:16.7%, Cr:16.7%",,,,
Systematic_Generation,6,,FeMoNiTaTiV,,,,,,,,,,,HEA_017940,,,High_Entropy_Alloy,,,FeMoNiTaTiV,"Equiatomic: Mo:16.7%, Fe:16.7%, Ni:16.7%, V:16.7%, Ta:16.7%, Ti:16.7%",,,,
Systematic_Generation,6,,AlFeTaTiVZr,,,,,,,,,,,HEA_017941,,,High_Entropy_Alloy,,,AlFeTaTiVZr,"Equiatomic: Al:16.7%, V:16.7%, Ta:16.7%, Zr:16.7%, Ti:16.7%, Fe:16.7%",,,,
Systematic_Generation,6,,CoCrFeMnNbNi,,,,,,,,,,,HEA_017942,,,High_Entropy_Alloy,,,CoCrFeMnNbNi,"Equiatomic: Nb:16.7%, Cr:16.7%, Co:16.7%, Ni:16.7%, Fe:16.7%, Mn:16.7%",,,,
Systematic_Generation,6,,CrCuMoNiTaTi,,,,,,,,,,,HEA_017943,,,High_Entropy_Alloy,,,CrCuMoNiTaTi,"Equiatomic: Cr:16.7%, Ti:16.7%, Ni:16.7%, Mo:16.7%, Ta:16.7%, Cu:16.7%",,,,
Systematic_Generation,6,,CoCuFeMnTiW,,,,,,,,,,,HEA_017944,,,High_Entropy_Alloy,,,CoCuFeMnTiW,"Equiatomic: Ti:16.7%, Co:16.7%, W:16.7%, Fe:16.7%, Mn:16.7%, Cu:16.7%",,,,
Systematic_Generation,6,,AlFeMnMoNiV,,,,,,,,,,,HEA_017945,,,High_Entropy_Alloy,,,AlFeMnMoNiV,"Equiatomic: Fe:16.7%, Al:16.7%, V:16.7%, Ni:16.7%, Mo:16.7%, Mn:16.7%",,,,
Systematic_Generation,6,,CrMnMoNiTaW,,,,,,,,,,,HEA_017946,,,High_Entropy_Alloy,,,CrMnMoNiTaW,"Equiatomic: Cr:16.7%, Mn:16.7%, Ni:16.7%, W:16.7%, Ta:16.7%, Mo:16.7%",,,,
Systematic_Generation,6,,CuFeMnTaTiW,,,,,,,,,,,HEA_017947,,,High_Entropy_Alloy,,,CuFeMnTaTiW,"Equiatomic: W:16.7%, Ti:16.7%, Cu:16.7%, Mn:16.7%, Fe:16.7%, Ta:16.7%",,,,
Systematic_Generation,6,,CrMnNbTiWZr,,,,,,,,,,,HEA_017948,,,High_Entropy_Alloy,,,CrMnNbTiWZr,"Equiatomic: Zr:16.7%, W:16.7%, Ti:16.7%, Nb:16.7%, Mn:16.7%, Cr:16.7%",,,,
Systematic_Generation,6,,CoCrCuNiTaV,,,,,,,,,,,HEA_017949,,,High_Entropy_Alloy,,,CoCrCuNiTaV,"Equiatomic: V:16.7%, Ni:16.7%, Cr:16.7%, Co:16.7%, Ta:16.7%, Cu:16.7%",,,,
Systematic_Generation,6,,AlNbNiTiVZr,,,,,,,,,,,HEA_017950,,,High_Entropy_Alloy,,,AlNbNiTiVZr,"Equiatomic: Nb:16.7%, Ni:16.7%, Ti:16.7%, Al:16.7%, V:16.7%, Zr:16.7%",,,,
Systematic_Generation,6,,CoMoNiTiVW,,,,,,,,,,,HEA_017951,,,High_Entropy_Alloy,,,CoMoNiTiVW,"Equiatomic: Mo:16.7%, V:16.7%, W:16.7%, Co:16.7%, Ni:16.7%, Ti:16.7%",,,,
Systematic_Generation,6,,CuMoNbNiTiW,,,,,,,,,,,HEA_017952,,,High_Entropy_Alloy,,,CuMoNbNiTiW,"Equiatomic: Nb:16.7%, Cu:16.7%, W:16.7%, Ni:16.7%, Ti:16.7%, Mo:16.7%",,,,
Systematic_Generation,6,,AlFeMoNiTaZr,,,,,,,,,,,HEA_017953,,,High_Entropy_Alloy,,,AlFeMoNiTaZr,"Equiatomic: Ta:16.7%, Al:16.7%, Zr:16.7%, Mo:16.7%, Fe:16.7%, Ni:16.7%",,,,
Systematic_Generation,6,,AlCuMnNbNiTi,,,,,,,,,,,HEA_017954,,,High_Entropy_Alloy,,,AlCuMnNbNiTi,"Equiatomic: Nb:16.7%, Mn:16.7%, Al:16.7%, Cu:16.7%, Ti:16.7%, Ni:16.7%",,,,
Systematic_Generation,6,,AlFeTiVWZr,,,,,,,,,,,HEA_017955,,,High_Entropy_Alloy,,,AlFeTiVWZr,"Equiatomic: Ti:16.7%, V:16.7%, Al:16.7%, W:16.7%, Zr:16.7%, Fe:16.7%",,,,
Systematic_Generation,6,,AlCrCuMoNiW,,,,,,,,,,,HEA_017956,,,High_Entropy_Alloy,,,AlCrCuMoNiW,"Equiatomic: W:16.7%, Cr:16.7%, Mo:16.7%, Cu:16.7%, Ni:16.7%, Al:16.7%",,,,
Systematic_Generation,6,,AlFeMnNbTiZr,,,,,,,,,,,HEA_017957,,,High_Entropy_Alloy,,,AlFeMnNbTiZr,"Equiatomic: Zr:16.7%, Al:16.7%, Mn:16.7%, Nb:16.7%, Fe:16.7%, Ti:16.7%",,,,
Systematic_Generation,6,,CrFeMnMoNiV,,,,,,,,,,,HEA_017958,,,High_Entropy_Alloy,,,CrFeMnMoNiV,"Equiatomic: Fe:16.7%, Cr:16.7%, Mn:16.7%, Ni:16.7%, Mo:16.7%, V:16.7%",,,,
Systematic_Generation,6,,CoCuNbTaTiW,,,,,,,,,,,HEA_017959,,,High_Entropy_Alloy,,,CoCuNbTaTiW,"Equiatomic: Nb:16.7%, Co:16.7%, Ta:16.7%, Ti:16.7%, W:16.7%, Cu:16.7%",,,,
Systematic_Generation,6,,FeMoNbNiTaW,,,,,,,,,,,HEA_017960,,,High_Entropy_Alloy,,,FeMoNbNiTaW,"Equiatomic: Nb:16.7%, Mo:16.7%, Ta:16.7%, W:16.7%, Fe:16.7%, Ni:16.7%",,,,
Systematic_Generation,6,,CoCrMoTaVZr,,,,,,,,,,,HEA_017961,,,High_Entropy_Alloy,,,CoCrMoTaVZr,"Equiatomic: Zr:16.7%, Ta:16.7%, Co:16.7%, V:16.7%, Cr:16.7%, Mo:16.7%",,,,
Systematic_Generation,6,,CrCuMnMoTaTi,,,,,,,,,,,HEA_017962,,,High_Entropy_Alloy,,,CrCuMnMoTaTi,"Equiatomic: Mo:16.7%, Ta:16.7%, Ti:16.7%, Cu:16.7%, Mn:16.7%, Cr:16.7%",,,,
Systematic_Generation,6,,AlCrCuMnNiTa,,,,,,,,,,,HEA_017963,,,High_Entropy_Alloy,,,AlCrCuMnNiTa,"Equiatomic: Cu:16.7%, Cr:16.7%, Ni:16.7%, Ta:16.7%, Mn:16.7%, Al:16.7%",,,,
